Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Theory,network-theory,Application,artificial-cells--protocells,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,unconventional--physical-computing,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,data-storage,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,network-theory,Application,bioelectronics,0,-0.27,1.5,1.5
Theory,network-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,network-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,dynamical-systems-theory,Application,soft-robotics,0,-0.108,1.5,1.5
Theory,dynamical-systems-theory,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,network-theory,Application,soft-robotics,0,-0.07,1.5,1.5
Theory,network-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,network-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,control-theory,Application,data-storage,0,-0.2,1.5,1.5
Theory,control-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,control-theory,Application,bioelectronics,0,-0.2,1.5,1.5
Theory,control-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,soft-robotics,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,neuromorphic-computing--hardware,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,category-theory,Application,flexible-electronics,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,flexible-electronics,0,-0.2,1.5,1.5
Theory,bayesian-mechanics,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,soft-robotics,0,-0.31,1.5,1.5
Theory,bayesian-mechanics,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,statistical-mechanics--stochastic-thermodynamics,Application,bioelectronics,0,-0.139,1.5,1.5
Theory,control-theory,Application,unconventional--physical-computing,0,-0.2,1.5,1.5
Theory,continuum-mechanics,Application,reconfigurable-systems--modular-robotics,0,-0.424,1.5,1.5
Theory,continuum-mechanics,Application,nanotechnology--micro-assembly,0,-0.424,1.5,1.5
Theory,bayesian-mechanics,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,self-healing-materials-applications,0,-0.2,1.5,1.5
Theory,bayesian-mechanics,Application,reconfigurable-systems--modular-robotics,0,-0.2,1.5,1.5
Theory,bayesian-mechanics,Application,nanotechnology--micro-assembly,0,-0.2,1.5,1.5
Theory,bayesian-mechanics,Application,microrobotics,0,-0.316,1.5,1.5
Theory,continuum-mechanics,Application,unconventional--physical-computing,0,-0.424,1.5,1.5
Theory,continuum-mechanics,Application,data-storage,0,-0.424,1.5,1.5
Theory,continuum-mechanics,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,continuum-mechanics,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,liquid-crystal-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,continuum-mechanics,Application,self-healing-materials-applications,0,-0.424,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,quantum-mechanics,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,embodied-intelligence-conceptual,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,bioelectronics,0,0.0,1.5,1.5
Theory,collective-intelligence-conceptual,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,bioelectronics,0,-0.2,1.5,1.5
Theory,bayesian-mechanics,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,bioelectronics,0,-0.417,1.5,1.5
Theory,thermodynamics-of-information,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,thermodynamics-of-information,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,category-theory,Application,nanotechnology--micro-assembly,0,0.0,1.5,1.5
Theory,category-theory,Application,microrobotics,0,0.0,1.5,1.5
Theory,continuum-mechanics,Application,neuromorphic-computing--hardware,0,-0.201,1.5,1.5
Theory,continuum-mechanics,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,bayesian-mechanics,Application,artificial-cells--protocells,0,-0.316,1.5,1.5
Theory,bayesian-mechanics,Application,unconventional--physical-computing,0,-0.2,1.5,1.5
Theory,bayesian-mechanics,Application,data-storage,0,-0.2,1.5,1.5
Theory,category-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,category-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,category-theory,Application,artificial-cells--protocells,0,0.0,1.5,1.5
Theory,category-theory,Application,unconventional--physical-computing,0,0.0,1.5,1.5
Theory,category-theory,Application,data-storage,0,0.0,1.5,1.5
Theory,category-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,category-theory,Application,bioelectronics,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,flexible-electronics,0,-0.316,1.5,1.5
Theory,control-theory,Application,artificial-cells--protocells,0,-0.316,1.5,1.5
Theory,magnetic-field-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,sensing-general,0,-0.2,1.5,1.5
Theory,magnetic-field-theory,Application,self-healing-materials-applications,0,-0.2,1.5,1.5
Theory,magnetic-field-theory,Application,nanotechnology--micro-assembly,0,-0.2,1.5,1.5
Theory,magnetic-field-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,information-theory,Application,bioelectronics,0,-0.424,1.5,1.5
Theory,information-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,unconventional--physical-computing,0,-0.2,1.5,1.5
Theory,magnetic-field-theory,Application,data-storage,0,-0.2,1.5,1.5
Theory,magnetic-field-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,physical-intelligence-pi,Application,neuromorphic-computing--hardware,0,-0.201,1.5,1.5
Theory,physical-intelligence-pi,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,control-theory,Application,biosensing,0,-0.31,1.5,1.5
Theory,information-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,information-theory,Application,artificial-cells--protocells,0,-0.112,1.5,1.5
Theory,information-theory,Application,quantum-technologies,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,thermodynamic-uncertainty-relations,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,soft-robotics,0,-0.226,1.5,1.5
Theory,active-inference-fep,Application,active-matter-research--control,0,0.0,1.5,1.5
Theory,active-inference-fep,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,control-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,control-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,control-theory,Application,self-healing-materials-applications,0,-0.2,1.5,1.5
Theory,control-theory,Application,reconfigurable-systems--modular-robotics,0,-0.2,1.5,1.5
Theory,control-theory,Application,nanotechnology--micro-assembly,0,-0.2,1.5,1.5
Theory,control-theory,Application,microrobotics,0,-0.316,1.5,1.5
Theory,control-theory,Application,flexible-electronics,0,-0.2,1.5,1.5
Theory,category-theory,Application,tissue-engineering,0,0.0,1.5,1.5
Theory,category-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,control-theory,Application,soft-robotics,0,-0.31,1.5,1.5
Theory,active-matter-theory,Application,biosensing,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,sensing-general,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,structural-health-monitoring,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,self-healing-materials-applications,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,reconfigurable-systems--modular-robotics,0,0.0,1.5,1.5
Theory,basal-minimal-cognition-conceptual,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,control-theory,Application,sensing-general,0,-0.2,1.5,1.5
Theory,control-theory,Application,structural-health-monitoring,0,-0.424,1.5,1.5
Theory,active-matter-theory,Application,energy-harvesting,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,lab-on-a-chip--microfluidics-applications,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,artificial-cells--protocells,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,unconventional--physical-computing,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,data-storage,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,bioengineering--biomedical-devices,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,materials-discovery--design,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,drug-delivery,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,neural-interfaces,0,0.0,1.5,1.5
Theory,magnetic-field-theory,Application,neuromorphic-computing--hardware,0,-0.31,1.5,1.5
Theory,category-theory,Application,sensing-general,0,0.0,1.5,1.5
Theory,category-theory,Application,structural-health-monitoring,0,0.0,1.5,1.5
Theory,category-theory,Application,self-healing-materials-applications,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,nanotechnology--micro-assembly,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,microrobotics,0,0.0,1.5,1.5
Theory,active-matter-theory,Application,flexible-electronics,0,0.0,1.5,1.5
Material,ionic-liquids,Application,biosensing,0,0.465,1.0,1.465
Material,conductive-filler-composites,Application,biosensing,0,0.465,1.0,1.465
Material,colloidal-particles,Application,reconfigurable-systems--modular-robotics,0,0.465,1.0,1.465
Material,emulsion-droplets,Application,self-healing-materials-applications,0,0.465,1.0,1.465
Material,colloidal-particles,Application,unconventional--physical-computing,0,0.465,1.0,1.465
Material,colloidal-particles,Application,self-healing-materials-applications,0,0.465,1.0,1.465
Material,aqueous-electrolytes,Application,neuromorphic-computing--hardware,0,0.465,1.0,1.465
Material,catalytic-particles,Application,data-storage,0,0.465,1.0,1.465
Material,catalytic-particles,Application,unconventional--physical-computing,0,0.465,1.0,1.465
Material,misc-polymers,Application,biosensing,0,0.465,1.0,1.465
Material,misc-polymers,Application,neuromorphic-computing--hardware,0,0.465,1.0,1.465
Material,ion-exchange-polymer-nafion,Application,soft-robotics,0,0.465,1.0,1.465
Material,chemical-fuel,Application,biosensing,0,0.465,1.0,1.465
Material,emulsion-droplets,Application,reconfigurable-systems--modular-robotics,0,0.465,1.0,1.465
Material,lipid-bilayers,Application,unconventional--physical-computing,0,0.465,1.0,1.465
Material,lipid-bilayers,Application,data-storage,0,0.465,1.0,1.465
Material,aqueous-electrolytes,Application,biosensing,0,0.465,1.0,1.465
Material,catalytic-particles,Application,self-healing-materials-applications,0,0.465,1.0,1.465
Material,catalytic-particles,Application,reconfigurable-systems--modular-robotics,0,0.465,1.0,1.465
Material,catalytic-particles,Application,nanotechnology--micro-assembly,0,0.465,1.0,1.465
Material,chemical-oscillators,Application,soft-robotics,0,0.465,1.0,1.465
Material,silicon-si-and-porous-silicon-psi,Application,unconventional--physical-computing,0,0.465,1.0,1.465
Material,silicon-si-and-porous-silicon-psi,Application,reconfigurable-systems--modular-robotics,0,0.465,1.0,1.465
Material,silicon-si-and-porous-silicon-psi,Application,data-storage,0,0.465,1.0,1.465
Material,lipid-bilayers,Application,reconfigurable-systems--modular-robotics,0,0.465,1.0,1.465
Material,lipid-bilayers,Application,self-healing-materials-applications,0,0.465,1.0,1.465
Material,fe3o4-nanoparticles,Application,sensing-general,0,0.465,1.0,1.465
Material,emulsion-droplets,Application,data-storage,0,0.465,1.0,1.465
Material,ionic-liquids,Application,neuromorphic-computing--hardware,0,0.465,1.0,1.465
Material,wave-propagation-media,Application,biosensing,0,0.465,1.0,1.465
Material,emulsion-droplets,Application,unconventional--physical-computing,0,0.465,1.0,1.465
Material,chemical-fuel,Application,neuromorphic-computing--hardware,0,0.465,1.0,1.465
Material,microtubules,Application,soft-robotics,0,0.465,1.0,1.465
Material,silicon-si-and-porous-silicon-psi,Application,self-healing-materials-applications,0,0.465,1.0,1.465
Material,conductive-polymers,Application,sensing-general,0,0.465,1.0,1.465
Material,active-matter-fluids,Application,self-healing-materials-applications,0,0.447,1.0,1.447
Material,active-matter-fluids,Application,data-storage,0,0.447,1.0,1.447
Material,active-matter-fluids,Application,nanotechnology--micro-assembly,0,0.447,1.0,1.447
Material,active-matter-fluids,Application,unconventional--physical-computing,0,0.447,1.0,1.447
Material,magneto-elastic-composites,Application,sensing-general,0,0.447,1.0,1.447
Material,metals,Application,sensing-general,0,0.447,1.0,1.447
Material,plasmonics-metamaterials,Application,drug-delivery,0,0.447,1.0,1.447
Material,plasmonics-metamaterials,Application,structural-health-monitoring,0,0.447,1.0,1.447
Material,silicon-si-and-porous-silicon-psi,Application,drug-delivery,0,0.438,1.0,1.438
Material,mechanical-metamaterials,Application,nanotechnology--micro-assembly,0,0.424,1.0,1.424
Material,mechanical-metamaterials,Application,self-healing-materials-applications,0,0.424,1.0,1.424
Material,mechanical-metamaterials,Application,sensing-general,0,0.424,1.0,1.424
Material,mechanical-metamaterials,Application,data-storage,0,0.424,1.0,1.424
Material,quantum-systems,Application,neuromorphic-computing--hardware,0,0.42,1.0,1.42
Material,self-assembling-peptides,Application,sensing-general,0,0.417,1.0,1.417
Material,photomechanochromic-polymers,Application,self-healing-materials-applications,0,0.417,1.0,1.417
Material,photomechanochromic-polymers,Application,reconfigurable-systems--modular-robotics,0,0.417,1.0,1.417
Material,photomechanochromic-polymers,Application,unconventional--physical-computing,0,0.417,1.0,1.417
Material,photomechanochromic-polymers,Application,nanotechnology--micro-assembly,0,0.417,1.0,1.417
Material,photomechanochromic-polymers,Application,data-storage,0,0.417,1.0,1.417
Material,hydrogels-general,Application,sensing-general,0,0.399,1.0,1.399
Material,self-assembling-peptides,Application,neuromorphic-computing--hardware,0,0.395,1.0,1.395
Material,block-copolymers,Application,neuromorphic-computing--hardware,0,0.367,1.0,1.367
Material,ferrofluids,Application,data-storage,0,0.283,1.0,1.283
Material,wave-propagation-media,Application,structural-health-monitoring,0,0.283,1.0,1.283
Material,wave-propagation-media,Application,drug-delivery,0,0.283,1.0,1.283
Material,chemical-oscillators,Application,structural-health-monitoring,0,0.283,1.0,1.283
Material,chemical-oscillators,Application,drug-delivery,0,0.283,1.0,1.283
